image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
2baf78a6f25a5db6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2baf78a6f25a5db6.jpg,32,216,218,439,0,0.5780024528503418,1024,765
2bb22488f7f3e994.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bb22488f7f3e994.jpg,575,68,937,463,0,0.9678027629852295,1024,803
2bbaa79e4cd25142.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bbaa79e4cd25142.jpg,436,166,654,426,0,0.5464162230491638,1024,768
2bbaa79e4cd25142.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bbaa79e4cd25142.jpg,0,35,288,560,0,0.6789478659629822,1024,768
2bbc3cfe7e0d6688.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bbc3cfe7e0d6688.jpg,3,0,170,273,0,0.3147798776626587,1024,683
2bbc3cfe7e0d6688.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bbc3cfe7e0d6688.jpg,524,166,676,326,0,0.619727611541748,1024,683
2bbd0f471297a5fa.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bbd0f471297a5fa.jpg,330,0,560,264,0,0.6516400575637817,1024,683
2bc2766a3baebb74.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc2766a3baebb74.jpg,466,128,619,299,0,0.4200734794139862,1024,681
2bc2766a3baebb74.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc2766a3baebb74.jpg,882,97,1024,324,0,0.5439474582672119,1024,681
2bc2766a3baebb74.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc2766a3baebb74.jpg,793,11,897,154,0,0.7460342049598694,1024,681
2bc36d77f0c12ea6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc36d77f0c12ea6.jpg,359,139,438,239,0,0.3648316562175751,1024,681
2bc36d77f0c12ea6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc36d77f0c12ea6.jpg,646,199,720,277,0,0.4369221329689026,1024,681
2bc36d77f0c12ea6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc36d77f0c12ea6.jpg,774,231,850,334,0,0.45580995082855225,1024,681
2bc953ffe0c7ee22.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc953ffe0c7ee22.jpg,666,21,890,247,0,0.28866055607795715,1024,683
2bc953ffe0c7ee22.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc953ffe0c7ee22.jpg,291,107,467,319,0,0.49630206823349,1024,683
2bc9cf53ba2c8fb4.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc9cf53ba2c8fb4.jpg,639,143,847,340,0,0.4634534418582916,1024,683
2bc9cf53ba2c8fb4.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bc9cf53ba2c8fb4.jpg,465,52,604,253,0,0.8265056014060974,1024,683
2bda15085fcfa640.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bda15085fcfa640.jpg,585,592,608,615,0,0.26822736859321594,768,1024
2bda15085fcfa640.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bda15085fcfa640.jpg,233,835,254,862,0,0.42290642857551575,768,1024
2bdbc5dd9f4e55be.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bdbc5dd9f4e55be.jpg,137,44,425,330,0,0.9221473932266235,681,1024
2bdc26b35957d80a.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bdc26b35957d80a.jpg,263,43,435,246,0,0.7856446504592896,683,1024
2bdde9e5d33a70c8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bdde9e5d33a70c8.jpg,632,751,663,791,0,0.33953413367271423,683,1024
2bddf87c7df47496.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bddf87c7df47496.jpg,347,183,506,386,0,0.41326791048049927,683,1024
2be14e8d1cedd872.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2be14e8d1cedd872.jpg,967,352,1023,513,0,0.4518696367740631,1024,685
2be14e8d1cedd872.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2be14e8d1cedd872.jpg,407,35,645,335,0,0.8567773103713989,1024,685
2be1c0fd46d190a6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2be1c0fd46d190a6.jpg,636,181,847,369,0,0.29584911465644836,1024,765
2be7ae48cfc73b66.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2be7ae48cfc73b66.jpg,728,147,857,278,0,0.45435357093811035,1024,683
2be7ae48cfc73b66.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2be7ae48cfc73b66.jpg,379,94,499,218,0,0.4725130796432495,1024,683
2be7ae48cfc73b66.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2be7ae48cfc73b66.jpg,146,128,274,277,0,0.6958103179931641,1024,683
2bee1a1d5ab9a8d0.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bee1a1d5ab9a8d0.jpg,335,18,659,407,0,0.3178061842918396,721,1024
2bef8cea6ea0f6aa.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bef8cea6ea0f6aa.jpg,85,88,487,435,0,0.9426185488700867,686,1024
2bef90166f79b628.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bef90166f79b628.jpg,158,144,409,478,0,0.30633899569511414,1024,761
2bef90166f79b628.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bef90166f79b628.jpg,512,66,803,372,0,0.7043370604515076,1024,761
2befee16bf538d50.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2befee16bf538d50.jpg,317,188,572,454,0,0.3456795811653137,1024,683
2bf02c509ee403ba.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bf02c509ee403ba.jpg,211,118,379,313,0,0.25188037753105164,1024,768
2bf02c509ee403ba.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bf02c509ee403ba.jpg,587,90,714,221,0,0.29423144459724426,1024,768
2bf16f642fe8f0b3.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bf16f642fe8f0b3.jpg,816,229,893,314,0,0.46249499917030334,1024,768
2bf279341b890675.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bf279341b890675.jpg,270,40,614,457,0,0.8958828449249268,768,1024
2bf67140c6b232aa.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bf67140c6b232aa.jpg,547,82,759,403,0,0.5141467452049255,1024,678
2bf67140c6b232aa.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bf67140c6b232aa.jpg,118,127,407,391,0,0.8287311792373657,1024,678
2bfd02bce5456b93.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bfd02bce5456b93.jpg,494,383,632,502,0,0.41522476077079773,1024,768
2bfd02bce5456b93.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bfd02bce5456b93.jpg,727,568,864,685,0,0.446757972240448,1024,768
2bff3d6d1fccfcde.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2bff3d6d1fccfcde.jpg,635,159,752,282,0,0.758454442024231,1024,768
2c00b57e1f96b9d6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c00b57e1f96b9d6.jpg,470,157,519,211,0,0.5607810020446777,1024,768
2c02e00f4b1096a6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c02e00f4b1096a6.jpg,617,91,992,565,0,0.886793851852417,1024,683
2c02e00f4b1096a6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c02e00f4b1096a6.jpg,42,29,372,439,0,0.9057433605194092,1024,683
2c068a9c92bbfa64.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c068a9c92bbfa64.jpg,110,121,176,190,0,0.4684969484806061,1024,683
2c068a9c92bbfa64.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c068a9c92bbfa64.jpg,737,108,881,279,0,0.8609965443611145,1024,683
2c07a9d32f033a15.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c07a9d32f033a15.jpg,0,229,69,347,0,0.5013158321380615,1024,768
2c098db1f8515d73.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c098db1f8515d73.jpg,342,212,477,410,0,0.41037946939468384,1024,640
2c098db1f8515d73.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c098db1f8515d73.jpg,659,269,794,466,0,0.7835577130317688,1024,640
2c098db1f8515d73.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c098db1f8515d73.jpg,214,257,314,416,0,0.9222284555435181,1024,640
2c0b211e4c515af6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c0b211e4c515af6.jpg,304,262,445,402,0,0.8098729252815247,1024,768
2c0b211e4c515af6.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c0b211e4c515af6.jpg,506,239,628,348,0,0.8657675981521606,1024,768
2c104e2fbbb0b6d4.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c104e2fbbb0b6d4.jpg,788,164,953,346,0,0.34916532039642334,1024,683
2c104e2fbbb0b6d4.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c104e2fbbb0b6d4.jpg,65,144,284,373,0,0.5305967926979065,1024,683
2c104e2fbbb0b6d4.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c104e2fbbb0b6d4.jpg,449,117,621,300,0,0.5993044972419739,1024,683
2c13a1ddcfa89d64.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c13a1ddcfa89d64.jpg,450,62,613,278,0,0.3529956340789795,1024,683
2c13a1ddcfa89d64.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c13a1ddcfa89d64.jpg,9,208,119,307,0,0.36351245641708374,1024,683
2c13a1ddcfa89d64.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c13a1ddcfa89d64.jpg,168,118,398,356,0,0.6051492691040039,1024,683
2c143bc00bd421e3.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c143bc00bd421e3.jpg,618,157,654,193,0,0.3129100203514099,1024,683
2c143bc00bd421e3.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c143bc00bd421e3.jpg,440,180,492,245,0,0.33770066499710083,1024,683
2c143bc00bd421e3.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c143bc00bd421e3.jpg,815,180,851,220,0,0.5267423391342163,1024,683
2c143bc00bd421e3.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c143bc00bd421e3.jpg,269,197,391,308,0,0.8161283731460571,1024,683
2c14b03f08eed9e5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c14b03f08eed9e5.jpg,246,29,462,259,0,0.596699059009552,1024,768
2c1504039e123dd0.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1504039e123dd0.jpg,338,22,442,155,0,0.9262524843215942,685,1024
2c163b634003a86c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c163b634003a86c.jpg,635,89,735,212,0,0.4071487486362457,1024,688
2c163b634003a86c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c163b634003a86c.jpg,163,161,262,280,0,0.6275067925453186,1024,688
2c163b634003a86c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c163b634003a86c.jpg,484,57,567,188,0,0.7265718579292297,1024,688
2c163b634003a86c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c163b634003a86c.jpg,825,92,926,219,0,0.7433639168739319,1024,688
2c163b634003a86c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c163b634003a86c.jpg,355,106,445,220,0,0.7629694938659668,1024,688
2c16d5e365b47795.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c16d5e365b47795.jpg,478,277,583,387,0,0.7635502219200134,1024,683
2c1bf7d9910e74e8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1bf7d9910e74e8.jpg,327,296,394,405,0,0.25894781947135925,1024,768
2c1bf7d9910e74e8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1bf7d9910e74e8.jpg,107,284,144,337,0,0.2594060003757477,1024,768
2c1bf7d9910e74e8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1bf7d9910e74e8.jpg,504,302,571,379,0,0.34175345301628113,1024,768
2c1bf7d9910e74e8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1bf7d9910e74e8.jpg,602,370,769,580,0,0.34421902894973755,1024,768
2c1bf7d9910e74e8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1bf7d9910e74e8.jpg,837,175,869,229,0,0.3974544405937195,1024,768
2c1bf7d9910e74e8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1bf7d9910e74e8.jpg,119,327,224,430,0,0.4188469648361206,1024,768
2c1bf7d9910e74e8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c1bf7d9910e74e8.jpg,215,357,355,527,0,0.6893336772918701,1024,768
2c2025fbd0df805e.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c2025fbd0df805e.jpg,625,119,886,420,0,0.6544541120529175,1024,1017
2c20a300f933b458.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c20a300f933b458.jpg,113,384,176,450,0,0.43113279342651367,768,1024
2c20a300f933b458.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c20a300f933b458.jpg,234,285,315,385,0,0.5147401690483093,768,1024
2c235c9ca0a4af4c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c235c9ca0a4af4c.jpg,386,296,461,403,0,0.4604058265686035,1024,683
2c235c9ca0a4af4c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c235c9ca0a4af4c.jpg,666,207,737,306,0,0.531569242477417,1024,683
2c2a20fd20c1fea3.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c2a20fd20c1fea3.jpg,359,190,508,345,0,0.8138094544410706,683,1024
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,887,333,912,356,0,0.26726478338241577,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,588,319,613,342,0,0.2695281505584717,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,954,340,983,375,0,0.26979899406433105,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,980,325,1004,352,0,0.27058830857276917,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,594,307,604,317,0,0.27601858973503113,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,948,287,963,302,0,0.3459760844707489,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,690,344,735,407,0,0.3698318600654602,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,669,334,692,368,0,0.38130301237106323,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,757,326,774,344,0,0.3898877501487732,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,182,325,205,351,0,0.4533485770225525,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,892,284,907,301,0,0.4548446834087372,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,815,323,864,384,0,0.4596351683139801,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,315,336,349,363,0,0.5076270699501038,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,517,342,579,394,0,0.5116247534751892,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,405,324,448,374,0,0.5173314213752747,1024,684
2c323425da72e97c.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c323425da72e97c.jpg,337,262,351,276,0,0.5642850995063782,1024,684
2c327d726d735ee2.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c327d726d735ee2.jpg,288,0,373,110,0,0.46575894951820374,1024,768
2c327d726d735ee2.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c327d726d735ee2.jpg,314,141,463,361,0,0.5635513067245483,1024,768
2c365048109c5c4e.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c365048109c5c4e.jpg,523,351,608,464,0,0.3211497962474823,1024,678
2c365048109c5c4e.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c365048109c5c4e.jpg,538,93,618,233,0,0.5274214744567871,1024,678
2c36f984d517e4c2.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c36f984d517e4c2.jpg,229,127,352,255,0,0.4340496361255646,883,1024
2c37d7cb9411b433.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c37d7cb9411b433.jpg,184,23,761,963,0,0.9875218272209167,906,1024
2c3a119f894fe91e.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c3a119f894fe91e.jpg,425,5,446,34,0,0.3222137689590454,1024,686
2c3a119f894fe91e.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c3a119f894fe91e.jpg,608,25,779,239,0,0.6510931253433228,1024,686
2c3a119f894fe91e.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c3a119f894fe91e.jpg,309,59,458,252,0,0.6621688008308411,1024,686
2c40714c2d61aaa8.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c40714c2d61aaa8.jpg,426,270,498,383,0,0.3028455376625061,1024,768
2c4165d6d99e6944.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c4165d6d99e6944.jpg,134,309,235,440,0,0.43160197138786316,1024,694
2c4165d6d99e6944.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c4165d6d99e6944.jpg,397,343,684,665,0,0.589636504650116,1024,694
2c42920b764b16fa.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c42920b764b16fa.jpg,117,305,187,367,0,0.3076731562614441,1024,768
2c42920b764b16fa.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c42920b764b16fa.jpg,755,76,921,276,0,0.768164336681366,1024,768
2c44e7fb1bf95cd5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c44e7fb1bf95cd5.jpg,481,95,581,229,0,0.39463403820991516,1024,768
2c44e7fb1bf95cd5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c44e7fb1bf95cd5.jpg,559,478,689,636,0,0.45465022325515747,1024,768
2c44e7fb1bf95cd5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c44e7fb1bf95cd5.jpg,192,314,291,430,0,0.5161800980567932,1024,768
2c44e7fb1bf95cd5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c44e7fb1bf95cd5.jpg,75,500,201,638,0,0.5840947031974792,1024,768
2c44e7fb1bf95cd5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c44e7fb1bf95cd5.jpg,481,347,571,463,0,0.6180943846702576,1024,768
2c44e7fb1bf95cd5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c44e7fb1bf95cd5.jpg,264,473,391,594,0,0.6519898772239685,1024,768
2c44e7fb1bf95cd5.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c44e7fb1bf95cd5.jpg,671,263,792,392,0,0.8183668851852417,1024,768
2c46e04e326573d2.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c46e04e326573d2.jpg,191,764,282,909,0,0.31247901916503906,683,1024
2c46e04e326573d2.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c46e04e326573d2.jpg,491,785,595,885,0,0.3773021697998047,683,1024
2c46e04e326573d2.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c46e04e326573d2.jpg,442,435,527,534,0,0.48552003502845764,683,1024
2c46e04e326573d2.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c46e04e326573d2.jpg,354,831,433,942,0,0.7203087210655212,683,1024
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,52,500,74,527,0,0.267446368932724,1024,681
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,96,485,119,516,0,0.29590997099876404,1024,681
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,162,479,184,509,0,0.2993503212928772,1024,681
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,598,466,858,671,0,0.3378472328186035,1024,681
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,137,481,155,507,0,0.35248222947120667,1024,681
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,277,484,300,517,0,0.35729750990867615,1024,681
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,98,540,147,599,0,0.3914656341075897,1024,681
2c48862298600384.jpg,/home/lukas/tmp/head_detection/Data/Source_Images/Test_Images/2c48862298600384.jpg,193,476,212,501,0,0.45326411724090576,1024,681
